"timestamp","x","y","z"
"792087513760832","3.1860838","5.451078","7.425012","0.0","0.0","0.0"
"792087523648371","3.1860838","5.451078","7.425012","0.0","0.0","0.0"
"792087533535909","3.1860838","5.451078","7.425012","0.0","0.0","0.0"
"792087543423447","3.1860838","5.451078","7.425012","0.0","0.0","0.0"
"792087553310985","3.1860838","5.451078","7.425012","0.0","0.0","0.0"
"792087563198523","3.205248","5.46066","7.4441767","0.0","0.0","0.0"
"792087573086062","3.2711258","5.3564534","7.5316143","0.0","0.0","0.0"
"792087582973600","3.232797","5.2714114","7.6561832","0.0","0.0","0.0"
"792087592861138","3.2232149","5.157623","7.743621","0.0","0.0","0.0"
"792087602748676","3.2040503","5.1109095","7.753203","0.0","0.0","0.0"
"792087612636215","3.2232149","5.2534447","7.7328405","0.0","0.0","0.0"
"792087622523753","3.2148304","5.3780136","7.6645675","0.0","0.0","0.0"
"792087632411041","3.3094547","5.4139466","7.539999","0.0","0.0","0.0"
"792087642298329","3.328619","5.4414954","7.50167","0.0","0.0","0.0"
"792087652185618","3.3178391","5.326509","7.5220323","0.0","0.0","0.0"
"792087662072906","3.2890923","5.242665","7.6274366","0.0","0.0","0.0"
"792087671960444","3.231599","5.1109095","7.7915316","0.0","0.0","0.0"
"792087681847982","3.1561394","5.016285","7.887354","0.0","0.0","0.0"
"792087691735521","3.1657214","5.1121073","7.8669915","0.0","0.0","0.0"
"792087701623059","3.232797","5.2450604","7.8083005","0.0","0.0","0.0"
"792087711510597","3.2998724","5.3301024","7.7508073","0.0","0.0","0.0"
"792087721398135","3.3094547","5.3672333","7.626239","0.0","0.0","0.0"
"792087731285674","3.2615435","5.4139466","7.559163","0.0","0.0","0.0"
"792087741173212","3.280708","5.4043646","7.5208344","0.0","0.0","0.0"
"792087751060750","3.2423792","5.3564534","7.5316143","0.0","0.0","0.0"
"792087760948288","3.232797","5.252247","7.59869","0.0","0.0","0.0"
"792087770835827","3.2040503","5.1755896","7.666963","0.0","0.0","0.0"
"792087780723365","3.1657214","5.233083","7.617854","0.0","0.0","0.0"
"792087790610903","3.194468","5.289378","7.5316143","0.0","0.0","0.0"
"792087800498441","3.2519615","5.3456736","7.464539","0.0","0.0","0.0"
"792087810385980","3.29029","5.459462","7.425012","0.0","0.0","0.0"
"792087820273518","3.232797","5.403167","7.4357924","0.0","0.0","0.0"
"792087830160806","3.1573372","5.3360915","7.483703","0.0","0.0","0.0"
"792087840048094","3.109426","5.233083","7.617854","0.0","0.0","0.0"
"792087849935382","3.1190083","5.1959515","7.704094","0.0","0.0","0.0"
"792087859822671","3.1657214","5.1863694","7.6957097","0.0","0.0","0.0"
"792087869710209","3.2136326","5.2821913","7.702896","0.0","0.0","0.0"
"792087879597747","3.2232149","5.300158","7.617854","0.0","0.0","0.0"
"792087889485285","3.2423792","5.375618","7.5687456","0.0","0.0","0.0"
"792087899372824","3.1573372","5.327707","7.560361","0.0","0.0","0.0"
"792087909267862","3.147755","5.252247","7.6370187","0.0","0.0","0.0"
"792087919162900","3.184886","5.1276784","7.657381","0.0","0.0","0.0"
"792087929057938","3.184886","5.0893493","7.6202497","0.0","0.0","0.0"
"792087938952976","3.222017","5.049823","7.5543723","0.0","0.0","0.0"
"792087948840514","3.2687302","4.971967","7.4980764","0.0","0.0","0.0"
"792087958728052","3.2687302","4.991132","7.4501657","0.0","0.0","0.0"
"792087968615591","3.286697","4.836619","7.423815","0.0","0.0","0.0"
"792087978503129","3.2399836","4.8390145","7.56635","0.0","0.0","0.0"
"792087988390667","3.174106","4.8318276","7.700501","0.0","0.0","0.0"
"792087998278205","3.0794816","4.9180675","7.7172694","0.0","0.0","0.0"
"792088008165744","3.0423505","5.01389","7.677743","0.0","0.0","0.0"
"792088018053282","2.9944396","5.0606027","7.6202497","0.0","0.0","0.0"
"792088027940820","2.9561107","4.937232","7.7172694","0.0","0.0","0.0"
"792088037828358","2.8974197","4.534779","7.6657653","0.0","0.0","0.0"
"792088047715897","2.72494","4.2089844","7.660974","0.0","0.0","0.0"
"792088057603435","2.5153291","3.9873958","7.5304165","0.0","0.0","0.0"
"792088067490973","2.286554","3.7442472","7.313619","0.0","0.0","0.0"
"792088077378511","1.9954945","4.220962","7.078855","0.0","0.0","0.0"
"792088087266050","1.4576932","4.5599327","7.205819","0.0","0.0","0.0"
"792088097153588","0.74381876","3.910738","7.270499","0.0","0.0","0.0"
"792088107040876","0.18685302","4.26528","7.160304","0.0","0.0","0.0"
"792088116928164","-0.020362189","4.5623283","7.1076016","0.0","0.0","0.0"
